Tweet_ID	TPB_Related	TPB_Attitude	HBM_Related	HBM_Susceptibility	HBM_Severity	HBM_Benefits	HBM_Barriers
623861244081139712	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
623358533661126656	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626871738874396677	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623108391376785408	False	None	False	None	None	None	None
621806276486365184	False	None	True	Unrelated	Related	Unrelated	Unrelated
628328887739674624	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
629354445168635906	True	Neutral	False	None	None	None	None
626394377015963648	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
629736209158438913	True	Positive	True	Unrelated	Related	Related	Unrelated
621801226988969984	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629342342940639232	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
629377621403541504	True	Neutral	False	None	None	None	None
626004531034370048	False	None	True	Unrelated	Unrelated	Unrelated	Related
621971992074452992	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621495965539696640	True	Neutral	False	None	None	None	None
623171805495316480	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
621428967933915136	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
631443855649280001	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623028725874061312	False	None	False	None	None	None	None
621455216857067520	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
631875931355901952	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
631184989107941376	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
626883850262716416	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
629658355263475712	False	None	True	Unrelated	Unrelated	Unrelated	Related
629125445875834880	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
623961137625718784	False	None	True	Unrelated	Unrelated	Related	Unrelated
626117542424248320	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
631841658934575104	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
624675061748862981	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
627093862188650497	True	Positive	True	Related	Unrelated	Related	Unrelated
628196085580865536	False	None	False	None	None	None	None
624268703304167425	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
623961755237109761	False	None	True	Related	Unrelated	Unrelated	Unrelated
632016198088028160	True	Negative	True	Unrelated	Related	Unrelated	Unrelated
624617685477789697	False	None	False	None	None	None	None
628973231102410752	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626280215270920192	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626877098590883840	True	Neutral	False	None	None	None	None
625922122687221761	True	Positive	True	Unrelated	Related	Unrelated	Related
626124878450688001	False	None	True	Related	Unrelated	Unrelated	Unrelated
633300317195649024	False	None	False	None	None	None	None
621698321711792128	True	Positive	True	Related	Unrelated	Unrelated	Unrelated
628121453754343424	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
622816517088874496	False	None	False	None	None	None	None
629477189315108864	True	Negative	False	None	None	None	None
629706513234313216	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
621537374191886337	False	None	False	None	None	None	None
632216175578099712	False	None	False	None	None	None	None
628242261097250816	True	Positive	True	Unrelated	Unrelated	Unrelated	Related
628066229379465216	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628754012276330496	False	None	False	None	None	None	None
622096182928633857	False	None	True	Related	Unrelated	Unrelated	Unrelated
627971220231823360	True	Neutral	False	None	None	None	None
627101001896439808	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
623973700585582592	False	None	False	None	None	None	None
630922623090733056	False	None	False	None	None	None	None
630954688066752512	False	None	True	Related	Unrelated	Unrelated	Unrelated
627608298678829056	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626146970906828800	False	None	False	None	None	None	None
624383970273136640	False	None	False	None	None	None	None
628219221814718464	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
628157401053593600	False	None	True	Related	Related	Unrelated	Unrelated
631503372361699328	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
622552263614201860	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
630091475720765440	False	None	True	Unrelated	Unrelated	Unrelated	Related
627498307875504128	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
630045496845864960	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629345118336778244	False	None	False	None	None	None	None
623683799809830912	False	None	True	Related	Unrelated	Unrelated	Unrelated
625773697991856128	False	None	True	Related	Unrelated	Unrelated	Unrelated
626032668103217152	False	None	False	None	None	None	None
631487617624854528	False	None	False	None	None	None	None
628602407165890560	True	Neutral	False	None	None	None	None
624584342728232961	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
629557564922064896	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626021180064026624	False	None	False	None	None	None	None
630829784730353664	False	None	True	Unrelated	Unrelated	Related	Unrelated
623471091139395584	False	None	True	Related	Related	Unrelated	Unrelated
633195866799497216	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
625885265261780992	True	Negative	False	None	None	None	None
621932603222978560	True	Neutral	False	None	None	None	None
627461415813685248	True	Neutral	False	None	None	None	None
626947805328863232	False	None	True	Unrelated	Unrelated	Unrelated	Related
627293257647570944	True	Positive	True	Related	Unrelated	Related	Unrelated
629368184303435776	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
628435193393729536	False	None	True	Related	Related	Unrelated	Unrelated
628999952430178304	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623856509697552385	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
625401857540792321	False	None	True	Related	Unrelated	Unrelated	Unrelated
624072052006195200	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626467257212731393	False	None	False	None	None	None	None
629992805629337600	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
631546929734897664	False	None	True	Unrelated	Unrelated	Related	Unrelated
632881821433364480	True	Neutral	True	Related	Unrelated	Unrelated	Unrelated
621653308466438145	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
628666103833739265	False	None	False	None	None	None	None
622347858960781312	True	Neutral	False	None	None	None	None
631281827676696576	True	Neutral	False	None	None	None	None
627148634958659584	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
625058280113508353	False	None	True	Unrelated	Related	Unrelated	Unrelated
624772043066753024	False	None	True	Related	Unrelated	Unrelated	Unrelated
629242878502506496	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
624174639455965184	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
627479880700174336	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629334495901167616	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626724331775741952	True	Positive	True	Unrelated	Related	Unrelated	Unrelated
627114241305223168	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
633267471387131904	True	Neutral	True	Related	Unrelated	Unrelated	Unrelated
625059772748951557	True	Positive	True	Unrelated	Related	Related	Unrelated
630066514708684800	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628603012924116992	False	None	False	None	None	None	None
629352544024838144	False	None	True	Unrelated	Related	Unrelated	Unrelated
625063335906521088	True	Positive	False	None	None	None	None
625357374925242368	False	None	True	Unrelated	Related	Unrelated	Unrelated
622184356191277056	True	Positive	False	None	None	None	None
630350357575675904	True	Positive	False	None	None	None	None
630656596780183552	True	Neutral	True	Related	Unrelated	Unrelated	Unrelated
628304952033607680	True	Neutral	False	None	None	None	None
622089081988628480	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626761636196450304	True	Neutral	True	Unrelated	Related	Related	Unrelated
626691673410699264	False	None	False	None	None	None	None
625824354341793797	False	None	False	None	None	None	None
624376473172840448	False	None	True	Related	Unrelated	Unrelated	Unrelated
626888941040340992	True	Neutral	False	None	None	None	None
632175757574434816	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
622414735011614720	False	None	False	None	None	None	None
628830542377656320	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628942495674667008	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621583470658224128	True	Neutral	False	None	None	None	None
624787619654799360	False	None	True	Related	Unrelated	Unrelated	Unrelated
630950242750451712	False	None	True	Unrelated	Related	Unrelated	Unrelated
630789332786376704	True	Negative	True	Unrelated	Related	Unrelated	Unrelated
629067489939451904	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629327566495686661	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
627570711666647040	False	None	True	Unrelated	Unrelated	Related	Unrelated
626906119076749312	True	Positive	False	None	None	None	None
628047154594971648	False	None	True	Unrelated	Unrelated	Unrelated	Related
632106087328710657	False	None	True	Unrelated	Related	Unrelated	Unrelated
629778715816255488	True	Neutral	False	None	None	None	None
621706834638798848	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626759339903205376	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
630744521471426560	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626804386694479872	True	Positive	True	Unrelated	Related	Related	Unrelated
626251779991302144	True	Neutral	True	Related	Unrelated	Unrelated	Unrelated
630246847353851904	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
627212308314337280	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626445295639859200	False	None	False	None	None	None	None
621475158671400960	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
629476280212287488	False	None	False	None	None	None	None
623624459887489024	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623823397387173888	False	None	False	None	None	None	None
623510696374878210	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621721371685421056	True	Positive	False	None	None	None	None
622834474041090048	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621660717637308416	True	Positive	True	Related	Related	Related	Unrelated
625226727413948416	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
629029680734150660	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
623448102054285312	False	None	True	Unrelated	Unrelated	Unrelated	Related
627169378530930689	False	None	True	Unrelated	Related	Unrelated	Unrelated
633257312204013568	False	None	True	Unrelated	Related	Unrelated	Unrelated
623176038177058816	False	None	False	None	None	None	None
627107157855588353	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621473802313170944	True	Positive	True	Unrelated	Unrelated	Unrelated	Related
622240919144820736	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626980641947545600	True	Neutral	False	None	None	None	None
627442594667229184	True	Positive	False	None	None	None	None
625176499604336640	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
631613726035189760	False	None	False	None	None	None	None
631174425979813888	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
625966197532700673	False	None	True	Related	Related	Unrelated	Unrelated
625407953143734272	False	None	False	None	None	None	None
629563895737384960	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
632596348114747392	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
628879961147834368	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628604666595508224	True	Positive	False	None	None	None	None
623108375476174848	False	None	True	Unrelated	Related	Unrelated	Unrelated
626336020007530496	False	None	False	None	None	None	None
623414336115965952	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
621473611933741056	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
633256563239686144	False	None	True	Related	Unrelated	Unrelated	Unrelated
631637969229627392	False	None	True	Unrelated	Unrelated	Unrelated	Related
631786923640557568	True	Neutral	False	None	None	None	None
627950419084382208	False	None	False	None	None	None	None
626137135398023168	False	None	False	None	None	None	None
628592626388856832	True	Positive	True	Unrelated	Related	Related	Unrelated
626171480737341440	False	None	False	None	None	None	None
628222528859713537	True	Neutral	False	None	None	None	None
623140484131737600	False	None	True	Unrelated	Unrelated	Unrelated	Related
629044918917337088	False	None	True	Related	Unrelated	Unrelated	Unrelated
632601502817759233	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
627397400135532545	False	None	True	Related	Unrelated	Unrelated	Unrelated
629446866048974849	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626449737936412672	True	Neutral	False	None	None	None	None
630365220993658880	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
624110702203170816	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623187589701332992	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
631158351334912000	True	Positive	True	Related	Unrelated	Unrelated	Unrelated
621669016604647424	False	None	True	Related	Unrelated	Unrelated	Unrelated
631317985903251457	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
622302398841688064	False	None	False	None	None	None	None
626247592238645249	False	None	False	None	None	None	None
628278721192034305	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626830958855991296	True	Positive	False	None	None	None	None
625056137155604480	False	None	False	None	None	None	None
621500549549162496	True	Neutral	False	None	None	None	None
630379661776654336	False	None	True	Unrelated	Related	Unrelated	Unrelated
631002328729001984	False	None	True	Related	Unrelated	Unrelated	Unrelated
626308722042777600	True	Neutral	False	None	None	None	None
631875274091704320	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
622308650414145536	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
633054840449540096	False	None	False	None	None	None	None
622856524088504320	True	Positive	True	Unrelated	Unrelated	Unrelated	Related
622631647599529984	True	Neutral	False	None	None	None	None
628583715560538112	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
624202703036518401	False	None	True	Related	Unrelated	Unrelated	Unrelated
626858083218792449	True	Positive	False	None	None	None	None
629969836857290752	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
625792184541925376	False	None	False	None	None	None	None
631336850536448001	True	Neutral	False	None	None	None	None
632210548931854336	False	None	False	None	None	None	None
622061901296574464	True	Negative	False	None	None	None	None
626827584567967745	True	Positive	False	None	None	None	None
629354014266761216	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
631577411176370176	True	Neutral	False	None	None	None	None
624251055417761793	False	None	True	Unrelated	Related	Unrelated	Unrelated
622870080897085441	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623391746936799236	True	Neutral	False	None	None	None	None
629284896373129216	False	None	True	Unrelated	Related	Unrelated	Unrelated
623708549311557632	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626381813485838337	False	None	True	Unrelated	Related	Unrelated	Unrelated
627239693088890881	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
627977744031199232	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
621468042246033408	True	Neutral	False	None	None	None	None
628200533552029696	True	Neutral	False	None	None	None	None
623833455093260288	False	None	True	Related	Unrelated	Unrelated	Unrelated
632677836193710080	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629263376825327616	True	Neutral	False	None	None	None	None
627909039456808960	False	None	False	None	None	None	None
623104342892150784	False	None	True	Unrelated	Related	Unrelated	Unrelated
623319088866152450	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
628603847674601472	True	Neutral	False	None	None	None	None
629112680805105664	True	Negative	False	None	None	None	None
631938971883339776	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628786677851357184	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
628296003720839168	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
621599010655195136	True	Neutral	False	None	None	None	None
624276257467953152	True	Neutral	False	None	None	None	None
629427632652873728	False	None	False	None	None	None	None
627286377026052096	False	None	True	Unrelated	Related	Unrelated	Unrelated
626679252453191682	False	None	False	None	None	None	None
623574195763478528	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
630583067938304000	False	None	False	None	None	None	None
627557671462268928	True	Neutral	False	None	None	None	None
630867862991839232	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
632263426107142146	True	Neutral	False	None	None	None	None
626108266699862016	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
622535668401610753	False	None	False	None	None	None	None
632806157757779970	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
622133206360272896	True	Neutral	True	Related	Unrelated	Unrelated	Unrelated
628666288999534592	False	None	False	None	None	None	None
626100165070442497	False	None	False	None	None	None	None
626846547439943680	False	None	True	Unrelated	Related	Unrelated	Unrelated
621952252052271104	False	None	True	Unrelated	Related	Unrelated	Unrelated
623487854031691776	False	None	True	Related	Related	Unrelated	Unrelated
625469963973840896	False	None	False	None	None	None	None
627222962312212481	True	Positive	False	None	None	None	None
625200341064269825	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
623419957808922624	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
621917226841407488	False	None	True	Unrelated	Unrelated	Unrelated	Related
622226565263298560	False	None	True	Related	Unrelated	Unrelated	Unrelated
631293008571293697	True	Positive	True	Related	Related	Related	Unrelated
625319120423243780	True	Neutral	False	None	None	None	None
632057068543954944	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
627554795323154432	True	Neutral	False	None	None	None	None
627645083421007872	False	None	True	Unrelated	Unrelated	Unrelated	Related
626868661840535552	True	Positive	False	None	None	None	None
631042430301773825	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
628177009609474048	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
622110597090529281	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
631110699104792576	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
622541589093548032	False	None	True	Related	Unrelated	Unrelated	Unrelated
631055279514189824	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
626428071432720384	True	Neutral	False	None	None	None	None
627544542842081280	True	Neutral	False	None	None	None	None
630778664133771268	True	Negative	True	Unrelated	Unrelated	Related	Unrelated
631670806813130752	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
630326999517544448	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
632262823326973952	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
628994977167622144	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
627139531695894528	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
629911396172455936	False	None	True	Related	Unrelated	Unrelated	Unrelated
627272653179490306	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628650632329740288	False	None	True	Unrelated	Related	Unrelated	Unrelated
630030276756815872	True	Positive	False	None	None	None	None
623217827441278976	False	None	False	None	None	None	None
621421251651723264	True	Positive	False	None	None	None	None
623676404870328322	True	Neutral	True	Unrelated	Related	Related	Unrelated
626874834757230592	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
626392833952321536	False	None	False	None	None	None	None
623586746920337408	True	Positive	True	Related	Unrelated	Related	Unrelated
621431990059991041	True	Neutral	False	None	None	None	None
630103100976668673	False	None	True	Related	Unrelated	Unrelated	Unrelated
622119752329113601	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629193958258651136	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
623839135241900032	False	None	True	Related	Unrelated	Unrelated	Unrelated
628074745305636864	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
624069988115173376	False	None	True	Unrelated	Related	Unrelated	Unrelated
623846619587293192	False	None	True	Related	Unrelated	Unrelated	Unrelated
623186603289255936	False	None	True	Unrelated	Related	Unrelated	Unrelated
632168595326390272	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
626884400643334144	False	None	False	None	None	None	None
630037083839709184	False	None	True	Unrelated	Related	Unrelated	Unrelated
628908549591171075	False	None	False	None	None	None	None
622874896251678720	False	None	True	Unrelated	Related	Unrelated	Unrelated
626867517043142657	True	Positive	False	None	None	None	None
628242351757131777	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
621733535716646912	True	Positive	True	Unrelated	Unrelated	Unrelated	Related
627147887613448193	True	Neutral	False	None	None	None	None
630681102085148672	False	None	False	None	None	None	None
626890416005079040	True	Neutral	False	None	None	None	None
631524001953775616	False	None	True	Unrelated	Related	Unrelated	Unrelated
629685660249649153	True	Neutral	True	Unrelated	Related	Unrelated	Unrelated
626514045856673792	False	None	True	Unrelated	Related	Unrelated	Unrelated
628470880822263808	True	Neutral	False	None	None	None	None
626286626239594496	False	None	True	Related	Related	Unrelated	Unrelated
622813625690931200	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
626529522939105280	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623245539707121664	True	Neutral	False	None	None	None	None
628867111943843840	False	None	True	Unrelated	Related	Unrelated	Unrelated
623760550225276933	True	Neutral	True	Unrelated	Unrelated	Unrelated	Related
622239860024147968	True	Neutral	False	None	None	None	None
621651828162306048	True	Positive	True	Unrelated	Unrelated	Related	Unrelated
628257119150608384	False	None	False	None	None	None	None
629455973053296641	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
623891020833357824	False	None	True	Unrelated	Unrelated	Related	Unrelated
624149675046772736	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
628308287696601089	True	Neutral	False	None	None	None	None
621785401934643201	True	Neutral	False	None	None	None	None
628736914825285632	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
632941833392291840	False	None	True	Related	Unrelated	Unrelated	Unrelated
631101451209732097	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
629685595766259712	False	None	True	Unrelated	Unrelated	Unrelated	Related
622171081235771392	True	Positive	True	Unrelated	Related	Related	Unrelated
623475868715716609	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
624672063370981376	False	None	True	Unrelated	Unrelated	Unrelated	Related
623172315598180353	False	None	False	None	None	None	None
631139222544519168	False	None	True	Related	Unrelated	Unrelated	Unrelated
623304224814710784	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
625503667500748800	False	None	False	None	None	None	None
631486424097763328	True	Neutral	True	Unrelated	Unrelated	Related	Unrelated
628331767196426240	True	Neutral	True	Unrelated	Related	Related	Unrelated
628252839178055680	True	Positive	False	None	None	None	None
624560980652097536	True	Negative	True	Unrelated	Unrelated	Unrelated	Related
